row_id,customer_id,snapshot_date,region,plan_type,acquisition_channel,autopay,tenure_months,monthly_fee,usage_hours_30d,usage_change_90d,support_tickets_90d,late_payments_6m,satisfaction_score,days_since_last_login,network_incidents_30d,leaked_churn_score,retention_offer_result_14d,churn_30d
S20260728-0003399,C01000,2024-03-01,west,basic,advertising,no,13,318.650000,27.585000,0.271100,0,1,3.380000,13.070000,0,0.073100,no_contact,0
S20260728-0001753,C00554,2024-02-01,north,basic,referral,yes,24,30.950000,40.757000,0.086000,0,0,3.590000,9.640000,1,0.878400,cancelled,1
S20260728-0003073,C00674,2024-03-01,south,standard,partner,yes,20,49.920000,,-0.303700,1,0,4.450000,16.990000,0,0.010600,no_contact,0
S20260728-0006768,C00769,2024-06-01,east,standard,partner,yes,53,47.370000,8.936000,-0.360700,2,0,2.600000,12.660000,0,0.176400,no_contact,0
S20260728-0000845,C00846,2024-01-01,north,standard,advertising,yes,42,47.110000,16.955000,,0,0,2.560000,14.290000,0,0.009000,no_contact,0
S20260728-0006167,C00168,2024-06-01,east,basic,advertising,yes,8,25.400000,52.635000,-0.344800,1,0,3.180000,9.250000,0,0.062800,accepted_offer,0
S20260728-0004291,C00692,2024-04-01,north,basic,advertising,no,21,26.160000,20.079000,,2,0,3.640000,4.200000,0,0.069800,no_contact,0
S20260728-0000207,C00208,2024-01-01,north,standard,organic,yes,8,48.760000,25.304000,-0.218400,1,0,3.450000,14.510000,2,0.065100,no_contact,0
S20260728-0001179,C01180,2024-01-01,west,basic,,no,41,31.580000,,0.120800,0,0,4.760000,13.470000,0,0.068700,no_contact,0
S20260728-0004571,C00972,2024-04-01,north,standard,partner,no,37,46.080000,19.295000,-0.246500,0,0,4.290000,2.820000,0,0.012400,no_contact,0
S20260728-0002697,C00298,2024-03-01,west,standard,partner,yes,42,50.510000,42.859000,-0.050300,0,0,3.770000,10.110000,1,0.104100,no_contact,0
S20260728-0005755,C00956,2024-05-01,north,standard,advertising,yes,15,50.780000,455.298000,0.132200,0,0,3.410000,11.230000,1,0.069100,no_contact,0
S20260728-0009149,C00750,2024-08-01,east,standard,organic,no,8,50.620000,33.160000,-0.143200,1,0,3.560000,9.910000,0,0.086400,no_contact,0
S20260728-0004551,C00952,2024-04-01,north,basic,referral,yes,35,31.950000,11.198000,0.011500,0,1,2.990000,8.180000,0,0.103800,no_contact,0
S20260728-0004110,C00511,2024-04-01,east,standard,advertising,yes,7,49.080000,33.995000,-0.114300,0,0,4.020000,3.190000,1,0.026000,accepted_offer,0
S20260728-0004958,C00159,2024-05-01,south,standard,partner,yes,48,49.920000,53.583000,0.024700,1,0,3.470000,7.980000,1,0.004800,no_contact,0
S20260728-0005519,C00720,2024-05-01,east,standard,partner,yes,37,46.780000,48.464000,-0.289600,1,0,3.850000,5.380000,1,0.088500,accepted_offer,0
S20260728-0000159,C00160,2024-01-01,east,standard,organic,no,33,49.800000,41.617000,0.077100,0,0,4.050000,3.790000,0,0.055400,no_contact,0
S20260728-0006530,C00531,2024-06-01,south,standard,advertising,no,19,48.820000,13.891000,-0.401300,2,1,3.470000,18.190000,0,0.091300,no_contact,0
S20260728-0003189,C00790,2024-03-01,east,basic,organic,yes,15,26.700000,14.323000,-0.350700,1,0,,13.200000,1,0.841400,cancelled,1
S20260728-0001416,C00217,2024-02-01,north,basic,organic,yes,3,28.820000,19.198000,-0.324200,1,0,4.280000,8.650000,1,0.109700,no_contact,0
S20260728-0005800,C01001,2024-05-01,south,premium,,yes,8,77.460000,6.048000,-0.149400,1,0,3.320000,3.440000,1,0.899600,cancelled,1
S20260728-0007597,C00398,2024-07-01,east,basic,partner,yes,47,30.480000,32.031000,-0.242200,1,0,4.630000,2.280000,0,0.006700,no_contact,0
S20260728-0008468,C00069,2024-08-01,south,basic,partner,no,34,29.240000,35.561000,,0,1,4.790000,12.450000,0,0.104100,no_contact,0
S20260728-0007787,C00588,2024-07-01,north,standard,partner,yes,20,46.120000,11.383000,-0.043500,1,0,3.800000,2.240000,1,0.099600,no_contact,0
S20260728-0008836,C00437,2024-08-01,south,basic,organic,yes,34,27.870000,25.684000,0.017800,0,0,4.110000,11.810000,1,0.141700,accepted_offer,0
S20260728-0002508,C00109,2024-03-01,south,basic,organic,yes,37,29.690000,22.837000,-0.190200,2,0,3.600000,4.460000,4,0.116400,no_contact,0
S20260728-0008254,C01055,2024-07-01,south,standard,referral,yes,25,48.850000,,0.010300,0,0,3.340000,10.810000,0,0.057400,no_contact,0
S20260728-0005976,C01177,2024-05-01,north,premium,advertising,no,30,78.780000,7.259000,-0.328700,1,2,2.020000,14.260000,3,0.939600,cancelled,1
S20260728-0005540,C00741,2024-05-01,south,basic,organic,no,34,29.090000,12.994000,-0.329700,3,0,2.540000,15.070000,1,0.072100,no_contact,0
S20260728-0009237,C00838,2024-08-01,south,standard,organic,yes,44,48.100000,23.383000,-0.096400,0,0,3.980000,3.360000,0,0.065800,no_contact,0
S20260728-0003490,C01091,2024-03-01,east,standard,advertising,no,4,47.830000,4.179000,-0.205100,0,0,3.700000,6.500000,1,0.103900,accepted_offer,0
S20260728-0008245,C01046,2024-07-01,east,premium,referral,yes,34,79.340000,32.032000,-0.322600,0,0,3.380000,10.440000,0,0.148100,no_contact,0
S20260728-0000779,C00780,2024-01-01,east,standard,partner,yes,5,51.320000,0.707000,-0.141600,2,0,2.070000,3.460000,1,0.892800,cancelled,1
S20260728-0000145,C00146,2024-01-01,east,standard,advertising,yes,38,49.710000,19.658000,-0.221400,1,0,3.510000,6.060000,0,0.043400,accepted_offer,0
S20260728-0001286,C00087,2024-02-01,north,standard,partner,yes,10,49.620000,12.763000,-0.077000,0,0,2.070000,7.990000,0,0.122000,accepted_offer,0
S20260728-0000196,C00197,2024-01-01,south,basic,organic,yes,34,27.980000,56.074000,0.066600,0,0,5.000000,15.580000,0,0.041500,no_contact,0
S20260728-0003891,C00292,2024-04-01,north,standard,organic,yes,46,47.790000,42.118000,-0.082600,2,0,3.130000,2.640000,2,0.100900,no_contact,0
S20260728-0001079,C01080,2024-01-01,north,standard,organic,yes,14,49.170000,68.886000,0.321500,0,0,3.060000,6.130000,1,0.127800,no_contact,0
S20260728-0008347,C01148,2024-07-01,west,basic,advertising,yes,27,27.310000,560.806000,0.007300,0,0,3.950000,9.970000,2,0.026500,no_contact,0
S20260728-0005372,C00573,2024-05-01,north,standard,organic,yes,33,49.850000,19.206000,-0.094700,0,0,4.070000,4.470000,0,0.042200,no_contact,0
S20260728-0007246,C00047,2024-07-01,south,basic,advertising,yes,51,29.670000,18.653000,-0.272300,1,0,,13.220000,1,0.827300,cancelled,1
S20260728-0002005,C00806,2024-02-01,west,premium,advertising,yes,8,78.930000,29.817000,,0,0,3.990000,19.450000,2,0.125000,no_contact,0
S20260728-0004364,C00765,2024-04-01,south,basic,organic,yes,48,29.660000,11.026000,-0.086100,0,0,4.640000,3.020000,0,0.022900,no_contact,0
S20260728-0004021,C00422,2024-04-01,north,basic,referral,no,22,28.900000,76.681000,0.051000,1,0,4.460000,5.760000,1,0.981000,cancelled,1
S20260728-0006228,C00229,2024-06-01,south,premium,advertising,yes,42,76.960000,35.591000,0.011500,0,0,3.770000,6.310000,0,0.086800,accepted_offer,0
S20260728-0004418,C00819,2024-04-01,north,basic,organic,yes,47,27.550000,24.809000,-0.266600,1,0,3.940000,11.020000,0,0.066000,no_contact,0
S20260728-0005037,C00238,2024-05-01,east,standard,organic,no,8,49.760000,67.183000,,1,0,4.230000,1.450000,1,0.916000,cancelled,1
S20260728-0003566,C01167,2024-03-01,east,basic,referral,yes,30,29.300000,14.002000,-0.235600,1,0,3.630000,0.740000,1,0.133400,no_contact,0
S20260728-0006511,C00512,2024-06-01,north,basic,partner,no,18,29.070000,7.494000,-0.335600,5,0,2.490000,6.470000,3,0.151400,no_contact,0
S20260728-0002162,C00963,2024-02-01,north,premium,referral,no,3,80.870000,18.914000,-0.313900,4,1,2.380000,18.100000,3,0.867200,cancelled,1
S20260728-0008572,C00173,2024-08-01,east,basic,referral,yes,49,28.890000,21.181000,0.028300,0,0,3.740000,4.450000,2,0.122800,no_contact,0
S20260728-0000972,C00973,2024-01-01,west,standard,organic,yes,47,51.330000,30.229000,-0.014400,0,0,3.720000,7.360000,0,0.914900,retained_after_offer,1
S20260728-0002574,C00175,2024-03-01,south,premium,partner,yes,17,79.130000,21.951000,-0.157200,1,0,3.510000,4.550000,0,0.961400,cancelled,1
S20260728-0004328,C00729,2024-04-01,south,basic,partner,yes,6,25.910000,27.273000,-0.013400,1,0,1.910000,6.130000,1,0.031400,accepted_offer,0
S20260728-0008176,C00977,2024-07-01,north,standard,organic,no,9,48.300000,20.853000,0.220200,1,0,3.630000,21.200000,0,0.014900,no_contact,0
S20260728-0007185,C01186,2024-06-01,west,standard,partner,yes,49,50.650000,14.454000,-0.127800,0,0,3.650000,3.970000,0,0.060900,accepted_offer,0
S20260728-0003533,C01134,2024-03-01,north,standard,advertising,yes,20,50.460000,23.913000,0.222900,2,1,,6.310000,1,0.180300,no_contact,0
S20260728-0005211,C00412,2024-05-01,south,standard,advertising,yes,36,51.170000,30.937000,0.236800,0,0,2.360000,2.470000,1,0.820500,cancelled,1
S20260728-0004046,C00447,2024-04-01,north,basic,partner,no,33,28.110000,25.264000,-0.176600,2,0,4.060000,3.450000,1,0.128600,no_contact,0
S20260728-0006665,C00666,2024-06-01,west,basic,partner,no,20,30.240000,46.374000,-0.291000,1,1,3.080000,17.060000,0,0.096100,no_contact,0
S20260728-0008797,C00398,2024-08-01,east,basic,partner,yes,48,30.250000,27.122000,-0.201900,0,0,4.930000,5.810000,0,0.033400,no_contact,0
S20260728-0004856,C00057,2024-05-01,west,basic,organic,no,6,29.690000,22.088000,-0.308600,3,0,3.700000,6.510000,1,0.834100,cancelled,1
S20260728-0002449,C00050,2024-03-01,east,premium,organic,no,5,80.510000,24.911000,-0.192200,0,0,2.900000,2.700000,0,0.163000,accepted_offer,0
S20260728-0003626,C00027,2024-04-01,east,standard,organic,yes,51,49.820000,24.459000,-0.395600,6,0,2.800000,11.090000,2,0.185400,accepted_offer,0
S20260728-0007164,C01165,2024-06-01,south,premium,referral,yes,8,77.370000,38.263000,0.251300,0,0,4.560000,5.550000,1,0.114500,no_contact,0
S20260728-0007433,C00234,2024-07-01,north,basic,organic,no,14,25.630000,25.563000,-0.213900,5,0,2.960000,7.260000,1,0.000000,no_contact,0
S20260728-0009309,C00910,2024-08-01,south,basic,referral,no,8,26.530000,48.011000,0.286300,0,0,2.760000,5.750000,1,0.016500,no_contact,0
S20260728-0009253,C00854,2024-08-01,west,basic,advertising,yes,43,28.500000,27.704000,-0.405500,1,0,3.530000,9.980000,0,0.982900,retained_after_offer,1
S20260728-0003068,C00669,2024-03-01,south,basic,advertising,yes,10,26.590000,20.042000,-0.222000,1,0,3.490000,13.040000,0,0.000000,no_contact,0
S20260728-0000839,C00840,2024-01-01,west,standard,organic,yes,4,48.650000,28.577000,-0.205300,1,0,3.140000,12.900000,2,0.117400,no_contact,0
S20260728-0005736,C00937,2024-05-01,east,standard,organic,yes,48,47.410000,17.052000,-0.131300,2,0,2.570000,1.620000,1,0.118200,no_contact,0
S20260728-0001553,C00354,2024-02-01,north,basic,organic,yes,32,32.030000,31.795000,0.206100,0,0,5.000000,9.950000,0,0.048400,no_contact,0
S20260728-0001728,C00529,2024-02-01,west,basic,partner,yes,5,31.400000,6.316000,-0.033500,0,0,4.100000,6.500000,0,0.095600,no_contact,0
S20260728-0009480,C01081,2024-08-01,south,basic,advertising,yes,48,28.240000,19.700000,-0.094600,2,0,3.800000,12.160000,1,0.118700,no_contact,0
S20260728-0003078,C00679,2024-03-01,north,basic,partner,yes,29,28.120000,34.774000,0.154400,0,0,2.860000,2.530000,0,0.111600,no_contact,0
S20260728-0004744,C01145,2024-04-01,north,standard,referral,no,40,48.100000,,0.396400,0,0,4.220000,7.460000,0,0.016100,accepted_offer,0
S20260728-0000647,C00648,2024-01-01,south,standard,organic,yes,2,48.110000,122.663000,0.151800,1,0,3.520000,5.190000,1,0.000000,no_contact,0
S20260728-0006092,C00093,2024-06-01,south,standard,organic,yes,22,48.820000,40.339000,,0,2,4.690000,18.950000,0,0.097600,accepted_offer,0
S20260728-0000800,C00801,2024-01-01,north,basic,advertising,yes,32,26.630000,35.328000,-0.127700,2,0,4.090000,10.070000,0,0.031300,accepted_offer,0
S20260728-0003606,C00007,2024-04-01,east,premium,organic,yes,34,79.970000,71.758000,-0.082100,0,0,3.400000,34.840000,1,0.034200,no_contact,0
S20260728-0002185,C00986,2024-02-01,north,basic,organic,yes,33,28.050000,31.119000,-0.011600,1,0,4.800000,3.090000,0,0.000000,no_contact,0
S20260728-0004211,C00612,2024-04-01,north,basic,referral,yes,42,28.300000,26.176000,0.130800,0,0,2.820000,7.210000,0,0.059800,no_contact,0
S20260728-0005558,C00759,2024-05-01,south,premium,advertising,yes,9,78.060000,6.842000,0.190300,0,0,4.070000,0.860000,0,0.158800,no_contact,0
S20260728-0008358,C01159,2024-07-01,east,basic,advertising,yes,22,28.810000,39.779000,0.137900,0,0,2.290000,7.950000,0,0.114600,no_contact,0
S20260728-0007744,C00545,2024-07-01,north,standard,referral,yes,41,46.220000,91.088000,0.246900,0,0,3.670000,4.020000,0,0.030900,no_contact,0
S20260728-0007757,C00558,2024-07-01,west,standard,organic,no,13,50.950000,37.206000,-0.123600,0,0,2.460000,4.270000,0,0.000000,no_contact,0
S20260728-0005003,C00204,2024-05-01,north,premium,organic,yes,35,80.780000,15.735000,-0.358700,1,0,3.310000,12.530000,0,0.112000,no_contact,0
S20260728-0005959,C01160,2024-05-01,north,basic,organic,no,8,30.300000,14.856000,-0.099200,3,0,4.050000,5.880000,3,0.012800,no_contact,0
S20260728-0007946,C00747,2024-07-01,north,basic,organic,yes,40,32.180000,29.911000,-0.286600,0,0,4.090000,9.360000,0,0.193300,no_contact,0
S20260728-0001524,C00325,2024-02-01,west,standard,advertising,yes,24,50.230000,37.998000,-0.012000,0,0,4.160000,6.030000,0,0.051900,accepted_offer,0
S20260728-0009541,C01142,2024-08-01,south,basic,advertising,yes,22,29.800000,42.699000,-0.034700,0,0,3.340000,4.320000,1,0.108500,no_contact,0
S20260728-0004100,C00501,2024-04-01,east,basic,advertising,yes,44,28.680000,23.853000,-0.143700,1,0,3.970000,8.420000,2,0.000000,no_contact,0
S20260728-0008048,C00849,2024-07-01,south,basic,organic,yes,28,247.050000,36.222000,-0.215500,0,0,2.770000,10.370000,0,0.000000,no_contact,0
S20260728-0001727,C00528,2024-02-01,west,basic,advertising,no,13,31.220000,27.368000,0.141300,0,0,,4.620000,0,0.153500,no_contact,0
S20260728-0008321,C01122,2024-07-01,east,basic,organic,no,30,32.020000,45.150000,-0.193100,0,1,2.740000,8.710000,0,0.884000,cancelled,1
S20260728-0007795,C00596,2024-07-01,north,basic,advertising,yes,32,29.750000,3.901000,-0.521400,0,0,,25.900000,0,0.079700,no_contact,0
S20260728-0003204,C00805,2024-03-01,north,standard,organic,yes,19,48.140000,43.316000,-0.397500,0,1,3.870000,9.310000,0,0.036600,no_contact,0
S20260728-0000135,C00136,2024-01-01,south,basic,organic,no,2,27.620000,68.110000,0.070400,1,0,4.200000,21.360000,0,0.041000,no_contact,0
S20260728-0006486,C00487,2024-06-01,east,premium,referral,yes,23,79.070000,20.238000,-0.252400,1,0,3.740000,5.860000,0,0.137300,no_contact,0
S20260728-0005689,C00890,2024-05-01,east,standard,organic,yes,6,48.690000,,-0.242800,0,0,3.970000,9.700000,0,0.125200,no_contact,0
S20260728-0004363,C00764,2024-04-01,north,basic,organic,yes,25,32.200000,42.834000,-0.244400,1,0,4.000000,6.670000,0,0.089600,no_contact,0
S20260728-0007768,C00569,2024-07-01,east,basic,partner,yes,10,328.540000,20.633000,-0.579100,4,0,3.620000,8.950000,1,0.095300,no_contact,0
S20260728-0004297,C00698,2024-04-01,west,standard,advertising,yes,39,49.050000,29.077000,-0.166200,0,0,4.370000,2.610000,0,0.089200,no_contact,0
S20260728-0008839,C00440,2024-08-01,west,basic,referral,no,49,25.510000,30.852000,-0.260300,2,0,3.580000,16.970000,2,0.124400,accepted_offer,0
S20260728-0004845,C00046,2024-05-01,east,standard,partner,yes,40,48.590000,22.139000,0.127500,1,0,3.830000,1.970000,0,0.062400,no_contact,0
S20260728-0003331,C00932,2024-03-01,east,standard,referral,yes,42,53.340000,25.619000,0.035300,0,1,3.980000,13.920000,2,0.000000,no_contact,0
S20260728-0000908,C00909,2024-01-01,south,standard,advertising,yes,13,47.870000,20.881000,-0.308100,1,0,4.190000,11.410000,0,0.867900,cancelled,1
S20260728-0006919,C00920,2024-06-01,south,basic,referral,no,26,31.840000,20.306000,0.020000,0,0,3.730000,5.700000,2,0.002200,no_contact,0
S20260728-0006050,C00051,2024-06-01,west,basic,advertising,no,42,29.060000,26.579000,-0.253600,0,2,2.520000,20.580000,0,0.909800,retained_after_offer,1
S20260728-0001895,C00696,2024-02-01,east,basic,organic,yes,40,30.030000,62.960000,0.109400,1,0,,2.020000,1,0.087300,no_contact,0
S20260728-0007940,C00741,2024-07-01,south,basic,organic,no,36,28.300000,,-0.147000,0,0,,1.150000,0,0.111100,accepted_offer,0
S20260728-0001315,C00116,2024-02-01,east,premium,partner,no,3,79.580000,33.590000,0.188500,2,0,2.030000,2.460000,2,1.000000,retained_after_offer,1
S20260728-0007654,C00455,2024-07-01,east,standard,advertising,yes,44,45.550000,35.228000,-0.173600,0,0,,3.820000,1,0.008100,no_contact,0
S20260728-0006478,C00479,2024-06-01,west,basic,,yes,15,29.090000,21.060000,0.068100,0,0,4.760000,13.930000,0,0.126400,no_contact,0
S20260728-0007605,C00406,2024-07-01,west,basic,partner,yes,18,31.050000,69.003000,-0.011600,0,0,,4.110000,1,0.055800,no_contact,0
S20260728-0008540,C00141,2024-08-01,north,standard,advertising,yes,37,47.320000,22.839000,-0.131000,0,0,1.950000,1.920000,1,0.004200,accepted_offer,0
S20260728-0002220,C01021,2024-02-01,north,basic,advertising,yes,21,31.800000,24.254000,0.047100,1,0,2.580000,3.880000,0,0.045600,no_contact,0
S20260728-0004081,C00482,2024-04-01,east,basic,referral,no,19,30.390000,15.092000,-0.163700,1,1,3.320000,10.180000,4,0.100000,no_contact,0
S20260728-0001865,C00666,2024-02-01,west,basic,partner,no,16,27.610000,49.218000,-0.249700,1,0,2.720000,16.020000,0,0.847600,cancelled,1
S20260728-0004961,C00162,2024-05-01,north,standard,referral,yes,26,48.920000,18.267000,-0.369800,2,0,3.950000,9.150000,2,0.062100,no_contact,0
S20260728-0005464,C00665,2024-05-01,north,basic,partner,no,47,27.400000,28.951000,-0.204000,0,1,3.010000,4.750000,1,0.111600,no_contact,0
S20260728-0000661,C00662,2024-01-01,south,basic,organic,yes,27,29.980000,25.462000,-0.192800,1,0,4.510000,4.860000,1,0.017200,no_contact,0
S20260728-0007831,C00632,2024-07-01,north,basic,organic,yes,17,27.210000,39.193000,0.105900,0,0,,10.810000,0,0.050400,no_contact,0
S20260728-0009134,C00735,2024-08-01,south,standard,referral,no,24,49.820000,19.364000,-0.130500,0,1,2.620000,8.250000,1,0.069500,no_contact,0
S20260728-0005606,C00807,2024-05-01,north,basic,organic,yes,7,29.650000,16.637000,0.089900,0,0,3.600000,8.610000,0,0.159400,no_contact,0
S20260728-0008515,C00116,2024-08-01,east,premium,partner,no,9,79.820000,19.336000,-0.096300,1,0,2.580000,9.250000,0,0.080800,no_contact,0
S20260728-0003747,C00148,2024-04-01,east,standard,organic,yes,29,50.730000,12.931000,0.078100,1,0,3.920000,7.430000,0,0.094300,accepted_offer,0
S20260728-0004719,C01120,2024-04-01,south,premium,organic,yes,34,76.110000,24.682000,0.004300,0,0,3.160000,20.750000,1,0.013400,no_contact,0
S20260728-0004394,C00795,2024-04-01,west,basic,advertising,yes,11,28.370000,19.487000,0.097300,0,0,2.920000,7.700000,0,0.124200,accepted_offer,0
S20260728-0002173,C00974,2024-02-01,south,basic,partner,no,13,27.260000,27.395000,-0.142200,0,1,,23.650000,1,0.962700,cancelled,1
S20260728-0007463,C00264,2024-07-01,south,premium,,no,31,82.110000,10.345000,-0.328200,3,0,3.630000,5.980000,1,0.005900,accepted_offer,0
S20260728-0005774,C00975,2024-05-01,north,basic,organic,yes,17,28.950000,26.003000,-0.282100,1,0,4.070000,13.330000,0,0.047100,no_contact,0
S20260728-0003475,C01076,2024-03-01,east,basic,referral,yes,9,30.450000,19.753000,-0.044800,5,0,2.400000,10.990000,1,0.180400,accepted_offer,0
S20260728-0000658,C00659,2024-01-01,north,standard,advertising,yes,17,48.730000,43.041000,0.171500,0,0,4.760000,6.180000,0,0.134600,accepted_offer,0
S20260728-0001794,C00595,2024-02-01,west,standard,,yes,16,46.960000,14.352000,-0.173900,0,0,2.720000,4.480000,0,0.031800,no_contact,0
S20260728-0002977,C00578,2024-03-01,east,standard,partner,yes,37,49.880000,41.129000,0.125700,0,0,4.120000,9.970000,0,0.185300,no_contact,0
S20260728-0006955,C00956,2024-06-01,north,standard,advertising,yes,16,51.600000,42.559000,-0.069600,0,0,3.460000,4.450000,1,0.043500,accepted_offer,0
S20260728-0008293,C01094,2024-07-01,south,basic,referral,no,45,26.390000,3.768000,-0.478400,3,1,2.070000,11.260000,2,0.051700,no_contact,0
S20260728-0008527,C00128,2024-08-01,west,basic,partner,yes,52,32.360000,13.231000,-0.057800,0,0,3.820000,8.360000,0,0.013300,no_contact,0
S20260728-0003061,C00662,2024-03-01,south,basic,,yes,29,30.000000,26.721000,-0.196800,1,0,4.650000,1.280000,0,0.086800,no_contact,0
S20260728-0002156,C00957,2024-02-01,south,basic,referral,yes,47,30.250000,,-0.011900,0,1,3.610000,5.410000,0,0.108800,no_contact,0
S20260728-0007334,C00135,2024-07-01,east,premium,advertising,no,29,78.970000,14.701000,-0.189400,3,0,2.240000,6.320000,3,0.000000,no_contact,0
S20260728-0008506,C00107,2024-08-01,west,standard,referral,yes,31,47.130000,42.130000,-0.059800,0,0,2.790000,6.830000,0,0.105500,no_contact,0
S20260728-0008683,C00284,2024-08-01,west,standard,organic,yes,49,48.510000,11.545000,-0.092300,1,0,3.750000,25.910000,1,0.108000,no_contact,0
S20260728-0001382,C00183,2024-02-01,west,standard,partner,yes,46,46.850000,15.406000,-0.041000,1,1,4.460000,5.070000,0,0.221500,no_contact,0
S20260728-0007390,C00191,2024-07-01,east,basic,advertising,yes,39,29.900000,26.460000,-0.724600,0,1,3.050000,15.540000,1,0.865900,cancelled,1
S20260728-0009048,C00649,2024-08-01,south,standard,advertising,yes,11,51.850000,68.960000,,0,0,2.570000,8.360000,1,0.037900,accepted_offer,0
S20260728-0009447,C01048,2024-08-01,west,basic,advertising,no,23,29.270000,21.590000,-0.239900,1,0,3.990000,10.490000,1,0.159700,no_contact,0
S20260728-0005888,C01089,2024-05-01,north,standard,advertising,no,46,49.050000,47.860000,,1,0,3.640000,8.940000,0,0.085300,no_contact,0
S20260728-0000897,C00898,2024-01-01,north,premium,organic,yes,44,78.440000,,0.021700,0,0,3.040000,19.800000,0,0.069400,accepted_offer,0
S20260728-0008983,C00584,2024-08-01,north,basic,advertising,no,52,30.270000,10.975000,0.039700,0,0,3.990000,1.470000,0,0.104800,no_contact,0
S20260728-0008420,C00021,2024-08-01,east,basic,partner,yes,16,27.600000,7.841000,-0.397100,5,0,2.940000,7.430000,4,0.020400,accepted_offer,0
S20260728-0006688,C00689,2024-06-01,north,standard,organic,no,35,49.220000,41.812000,0.054200,0,0,4.210000,2.090000,0,0.148900,no_contact,0
S20260728-0002275,C01076,2024-02-01,east,basic,referral,yes,8,25.970000,17.889000,-0.083300,0,0,2.900000,0.910000,0,0.111700,no_contact,0
S20260728-0007841,C00642,2024-07-01,east,standard,organic,yes,30,49.900000,38.959000,0.097000,2,0,2.940000,4.680000,5,0.048100,no_contact,0
S20260728-0003394,C00995,2024-03-01,west,basic,,yes,38,25.970000,55.210000,0.194300,0,0,4.180000,17.950000,0,0.031800,no_contact,0
S20260728-0008648,C00249,2024-08-01,north,standard,advertising,yes,19,47.990000,13.025000,-0.264900,2,0,3.900000,10.880000,0,0.099400,no_contact,0
S20260728-0002098,C00899,2024-02-01,north,basic,advertising,yes,18,28.650000,35.865000,-0.145600,1,0,4.510000,5.380000,0,0.064300,no_contact,0
S20260728-0002465,C00066,2024-03-01,west,basic,organic,yes,31,31.670000,29.609000,0.148800,0,0,4.910000,5.050000,0,0.068300,accepted_offer,0
S20260728-0004718,C01119,2024-04-01,south,premium,organic,yes,13,76.920000,41.000000,-0.225700,0,0,3.750000,14.480000,0,0.025200,accepted_offer,0
S20260728-0004175,C00576,2024-04-01,west,standard,organic,no,15,49.030000,34.736000,0.388600,0,1,2.600000,14.130000,0,0.096000,no_contact,0
S20260728-0007508,C00309,2024-07-01,east,basic,organic,yes,38,267.350000,19.913000,-0.343100,1,0,3.160000,16.470000,2,0.156900,accepted_offer,0
S20260728-0005528,C00729,2024-05-01,south,basic,partner,yes,7,29.690000,16.658000,-0.416100,0,0,1.770000,13.070000,0,0.089200,no_contact,0
S20260728-0001069,C01070,2024-01-01,west,basic,organic,no,14,29.270000,18.908000,-0.102100,1,0,3.160000,2.260000,1,0.828000,cancelled,1
S20260728-0006667,C00668,2024-06-01,north,standard,advertising,no,13,49.120000,7.617000,-0.276300,0,1,5.000000,24.820000,0,0.120200,no_contact,0
S20260728-0002374,C01175,2024-02-01,south,standard,partner,yes,34,51.110000,18.496000,,0,1,3.070000,5.390000,0,0.075500,no_contact,0
S20260728-0001969,C00770,2024-02-01,south,premium,organic,no,48,78.490000,58.016000,0.136300,1,1,3.920000,7.360000,0,0.137100,no_contact,0
S20260728-0008119,C00920,2024-07-01,south,basic,referral,no,27,27.540000,23.443000,0.060000,0,0,4.410000,3.830000,0,0.141500,no_contact,0
S20260728-0005915,C01116,2024-05-01,north,standard,organic,no,37,45.290000,7.643000,-0.526000,2,1,2.950000,26.000000,0,0.993100,cancelled,1
S20260728-0005908,C01109,2024-05-01,south,standard,organic,yes,52,49.700000,8.768000,-0.288300,4,0,1.940000,13.580000,4,0.894800,cancelled,1
S20260728-0009370,C00971,2024-08-01,west,basic,referral,yes,38,26.810000,11.715000,-0.236600,1,0,2.460000,8.430000,0,0.032500,no_contact,0
S20260728-0001379,C00180,2024-02-01,west,basic,,no,29,29.690000,57.056000,0.083500,0,0,4.210000,3.530000,0,0.078500,no_contact,0
S20260728-0003972,C00373,2024-04-01,south,standard,advertising,yes,4,450.290000,40.835000,-0.163900,0,0,3.550000,2.000000,1,0.096700,no_contact,0
S20260728-0008913,C00514,2024-08-01,east,basic,referral,yes,29,26.310000,385.491000,-0.333900,3,0,2.000000,16.020000,2,0.156600,no_contact,0
S20260728-0000532,C00533,2024-01-01,north,basic,partner,yes,9,27.570000,33.015000,0.198900,2,0,2.300000,2.720000,1,0.067800,no_contact,0
S20260728-0005923,C01124,2024-05-01,south,basic,,yes,31,29.720000,35.231000,0.134700,0,0,3.890000,5.230000,0,0.079500,no_contact,0
S20260728-0008459,C00060,2024-08-01,south,standard,advertising,yes,50,48.470000,7.394000,-0.162400,0,0,3.920000,5.210000,1,0.022700,no_contact,0
S20260728-0007703,C00504,2024-07-01,south,basic,advertising,yes,40,26.420000,16.903000,,1,0,4.740000,1.010000,1,0.018500,no_contact,0
S20260728-0008704,C00305,2024-08-01,west,premium,partner,yes,54,78.030000,32.207000,0.061700,0,0,,14.790000,0,0.094400,no_contact,0
S20260728-0003613,C00014,2024-04-01,west,standard,organic,no,27,45.690000,44.808000,0.202100,0,1,,6.950000,0,0.111300,no_contact,0
